ulasan,label
"Parah banget,sangat mengecewakan saya tidak bisa masuk aplikasi padahal baru di download",Kurang
"Kok aplikasinya gabisa dibuka, keluar sendiri",Kurang
"Ini kenapa meetnya tidak bisa di buka ya padahal sudah download berulang kali , mana besok di pakai lagi",Kurang
Gak bisa masuk malah keluar trusss bug bug 🐝,Kurang
"Macet²suaranya,harus digeser gak kaya zoom!!!!kecewA😠😠😠😠😠😠",Kurang
Kenapa waktu membukanya sangat lambat apakah berhubungan dengan jaringan yang ada,Kurang
Setelah update malah sering eror -__- klo request masuk malah gak ada notif,Kurang
Versi sebelumnya lebih mudah dan nyaman digunakan. Yang sekarang ribet sekali,Kurang
Bangsat kenapa gak bisa gabung setiap guru kirim link masuk terus keluar anjing anjim betulin aplikasi nya plese biar bisa masuk tolong betulin ya,Kurang
Saya kasih bintang satu karna di downold lama gk bisa bisa padahal kuota saya banyak 😡,Kurang
maaf kak ini saya trouble dengan gmeet saya mau masuk eh keluar lagi itu tolong ya kak segera di perbaiki soalnya masih banyak pelajaran yang butuh gmeet,Kurang
Malah gk bisa masuk setelah aplikasi ini di upgrade,Kurang
"Menyusahkan pengguna, saat hendak menggunakan link yang dibagikan untuk mengikuti rapat/pembelajaran online malah kembali ke play store dan tidak masuk ke libi yang dituju",Kurang
"buriq suka lag, dahal koneksi lancar masih ae putus, suara g kedengeran.. bye sjh",Kurang
Tolong di perbaiki kameranya ya min aku oas lagi adaring pas idupin kamera kok item pas aku chek di foto depana blakanh aman cepet di bnrin min,Kurang
Setelah di update tidak bisa lagi masuk g.meet nyaa kecewa,Kurang
Lumayan jelek soalnya macet macet padahal sinyal aku bagus,Kurang
Apk biasanya di update makin bagus. Tapi kok GM mkin di update mkin gak jelas.,Kurang
Burukk sejenis ep ep.. Sering nge crash terus force close!!,Kurang
tidak bisa terbuka dan saat terdonload bukan google,Kurang
"Kok disuruh nginstal terus sih, dr td nginstal trus tetiba gagal, pdhl sinyal oke...",Kurang
Tolong perbaiki bug Keluar dari meet sendiri,Kurang
knp meet ini sangat memboroskan hp saya padahal batre Kurang00% dipake Kurang menit udah 7Baik% cepet bgt batere saya dikuras untk vid call dimeet trmksh atas pengertiannya smoga diperbaiki lagi😄,Kurang
"Suara sendiri tidak terdengar oleh lawan, lawan tidak bisa mendengar suara saya.. delay paraah",Kurang
Kenapa dipindahin ke gmail? Makin ribet aja suka keluar sendiri!,Kurang
"Tolong tambahkan fitur split screen , apk lain saja ada",Kurang
"Updatenya jelek banget sama kaya gmail, mending pake gmail",Kurang
"Persentase orang lain tidak dapat dilihat, saya padahal sudah memiliki jaringan bagus.",Kurang
"Keluar sendiri, jadi ganggu orang lagi belajar aku nyampe masuk Baik kali ngulang gara gara keluar sendiri!",Kurang
Gaje amat ni semnjak di update Guru saya ngasig presentasi tapi kaga muncul di layar gua,Kurang
tolong tambahkan fitur background nya kembali.,Kurang
kok yg terbaru ga bs liat slide yg di tampilkan,Kurang
Ini kenapa suka keluar sendiri ya hp saya padahal perangkat software nya udah di perbarui mohon bantuan nya dong,Kurang
Aplikasi apa ini? Gak BS aktifkan audio. Jelek parah,Kurang
Semenjak update Layarnya jadi kecil dan susah diliat,Kurang
Tambah lama masuknya setelah update mohon diperbaiki,Kurang
"Ini kenapa ya kok google meet nya pas rapat itu keluar sendiri terus, habis itu suaranya putus putus lagi. Benerin dongg aku nggak bisa sekolahhhhh",Kurang
Tolong di fix apknya soalnya saya sering keluar dari gmeet,Kurang
"Tolong donk pihak Google meet tolong mikrofon sy dibenerin masa mau ngomong sama guru pake di chat kan gak enak ma gurunya mang mau lu gw kena poin gara"" GK bisa mikrofonnya. Tolong dibenerin ya kalo dah bener baru kasih bintang Baik",Kurang
Kenapa bahasanya mandarin? padahal yg lain bahasa indonesia pas klik link yg sma dri guru.,Kurang
Bad update aplikasi jd tdk bisa dipakai,Kurang
Versi terbaru ini kenapa ya sharescreen dari org lain ga muncul dikita,Kurang
Maaf ak kasih reat Kurang karna ak blom buka apllnya tapi apllnya gx bisa didowload padahal dah 99%😭😭😭,Kurang
"Padahl saya sudah download Google meet, tinggal 92%. Eh, Tiba-tiba, suruh di download lagi... 😭😭",Kurang
Mohon untuk diperbaiki karena biasanya aplikasinya keluar sendiri...,Kurang
Gk bener pass udah masuk keluar sendiri dan layarnya pun tidak dapat nyala dan saya pakai di laptop microfonya gk bisa nyala,Kurang
Ngga bisa liat orang yang membagikan layar bagusan yg dulu versi nya,Kurang
"Sinyal bagus, tp malah eror dan tidak ada suara, aneh",Kurang
Maaf sebelumnya apk nya jelek soalnya pas mau keluar nggak bisa keluar,Kurang
"maaf min kenapa saya tidak bisa masuk ke aplikasnya ya,keluar keluar terus,saya haram anda baca ini min,soalnya sya butuh banget aplikasi ini.Terima kasih",Kurang
"Tiba² gelap, abis di hapus gabisa di install ulang",Kurang
"tolong cuma karna jaringan h+ saya tiba tiba keluar,saya ketinggalan pelajaran jadinya yang harusnya saya hafal yang ini jadi kagak",Kurang
Kenapa google meet terus keluar padahal sinyal nya sangat bagus,Kurang
Aplikasi ajg Gak bisa masuk Selalu mental waktu login Sampah,Kurang
Knp apk nya tdk bisa di download Mlh trjadi kesalahan trs pdhl paket qw masih bnyk jrngn nya jga bagus,Kurang
mau download aja di bikin ribet...3 hari gk kelar kelar..padahal kuota masih banyak...kalo gk karena keperluan sekolah..ogah juga gua download ni aplikasi,Kurang
Kok apk ini menggunakan bahasa Hangul/korea? Terus cara mengubah bahasanya bagaimana??,Kurang
ini gimana sih kog kamera sama telefon nya ga bisa trus ada tanda seru nya,Kurang
Kenapa app nya susah untuk di Download ya? Padahal saya sudah pasang paket internet masih saja loading apakah yg salah handphone saya atau app nya?,Kurang
"Sangat Minus ,Gak ada bagus bagusnya ,,Why? ,""Aing hese asup meeting bersama,,server timeout muku,,fucek lah,,🥴kecewa Aing,,bagusan di sebelah ,,lihat nih Zoom,,ke zoom aja ahh,,",Kurang
Ini kok punya saya kok tidak bisa di dowload ya kenapa nih perbaiki ya,Kurang
"Mantap, aplikasi ini membuat hp saya menjadi panas dan Boros kuota. de best lah 🙃",Kurang
Selalu gagak install. Padahal memori masih ada,Kurang
"Apaan si, udh bagus eh malah gak bisa buka apk lain. Gaje dah",Kurang
"Mohon maaf, untuk gabung di conference tidak bisa. Bagusan aplikasi yang lama. Kecewa banget",Kurang
"Maafsaya kasi bintang satu saja,masa setelah diupdet ko kameranya gelap padahal lagi ditempat yg terang Tolong diperbaiki",Kurang
Kenapa ga bisa masuk coba plis lah developer perbaiki saya ada pertemuan lewat google meet sama guru saya,Kurang
Abis di update tampilannya gak enak banget 😭 enakan tampilan yg lama sumpah,Kurang
Saya ngasi bintang Kurang karena awalnya apk ini jadi. Pas 2 hari eh malah gabisa masuk.,Kurang
Tolong diperbaiki meetny masa saya baru download dan mau gabung ke meet daring gk bisa langsung keluar sendiri kan tai,Kurang
Apk ini kurang bagus karena sya sdh mendownloadnya tapi giliran sdh masuk malah keluar sendiri.,Kurang
Ini setiap mau msk selalu gagal tolong di perbaiki ya,Kurang
aplikasinya jelek kameranya kabur dan gelap tolong di perbaiki lah,Kurang
Daring nya udah mulai aktif yah ajg/ Aplikasinya Bagus Tolong Yah Jngan Buat Lagi aplikasi kaya gini ;(,Kurang
"Kok bahasanya korea, mana hangul lagi padahal gapernah nyetting bahasa korea walaupun suka korea",Kurang
Tolong dong ini kok apk nya makin buruk dari update kemarin Sinyal nya juga putus putus pdahal mah 4G+,Kurang
Saya sudah uninstal apk banyak malah gabisa di instal...pihak goggle palystore!!,Kurang
Aplikasinya bagus gk ngelag resolusi bagi itulah kenapa gw suka sama YouTube,Kurang
Aplikasinya sangat jelek.loadingnya sangat lama kali.kecewa bangetlah,Kurang
Kok bahasa nya bahasa melayu Gak jelas jadi nya woi Gw gak ngerti gw orang indo mau vc sama temen gw dari amerika Malu² masa ngomong sama orang bule pake bahasa malaysia ! Mikir dong ! Gw gak ngerti jadi nya gw uninstall Payah aplikasi ini CINTAILAH PRODUK² INDONESIA 🇲🇨✅✊,Kurang
setelah di update malah keluar keluaran trs,Kurang
Kenapa google meet saya tidak bisa dibuka. Setiap mau buka meet langsung keluar terus😢😢,Kurang
Knapa presentasi dosen gak muncul padahal teman saya pada muncul presentasi dosennya,Kurang
"Suara saya tidak bisa terdengar, berulang kali.",Kurang
Bahasa nya ko korea... di atur gk bisa,Kurang
Kok keluar mulu sih ini gimana sih masa gak bisa aku gak jadi daring soalnya apk in keluar mulu,Kurang
Ini google meetnya sudah di perbaiki atau belum? Tolong beri kejelasan untuk aplikasi ini🙏karena saya sdh download tp tetap tdk bisa masuk jadi mohon bantuannya🙏🙏,Kurang
Kualitas gambarnya kurang min gk ky dlu.,Kurang
tolong diperbaiki aplikasinya. saya berulang kali join baru sedetik udah keluar lagi.,Kurang
Tidak dapat menghubungkan ke panggilan rapat,Kurang
Kenapa setiap kali ada yang presentasi dengan kamera menyala saya keluar dari meet terus,Kurang
Grafik nya kurang baguss tolong di perbaiki,Kurang
Aplikasinya jelek Setiap mau di pake keluar masuk terus 🐶🐶🐶,Kurang
"Semenjak aku pakai aplikasi gogle meet ini kuota saya jadi boros sekali,, dan kami dah di kasih link tapi aku itu gk masuk",Kurang
Setelah di update bukan makin bagus malah makin jelek anjimm. Susah buat masuk pulakkk. Aissh,Kurang
"gimana sih ni,aku lagi daring tiba tiba keluar,bagusan yg dulu,tolong dong di perbaiki lagi,sebenarnya aku gk mau kasih bintang,tapi mau beri ulasan",Kurang
"Suara nya putus putus..., suara nya ga jelas.. Jalek lah....",Kurang
Udah update tapi tetep masih lama tampilannya,Kurang
"Ga bisa di pake, yang keluar bahasa jepang, ga bsia nyambjng sm yg pain juga pdhl dh masukin kode, semoga diperbaiki amiin",Kurang
Kadang gak jelas ini sering keluar sendiri perbaiki lagi lah,Kurang
"Diupdate malah gak jelas, lebih mending versi yang dulu aja. Tolong dibalikin lagi dong",Kurang
Aplikasi ini sangat lelet.. tolong diperbaiki lagi,Kurang
SAYA LEBIH SUKA GMEET VERSI LAMA DENGAN TAMPILAN SEPERTI FOTO² PADA PLAYSTORE INI (jika ingin mencari user tinggal melakukan scroll ke bawah),Kurang
Pertama didonlod bisa dibuka sampai ku pake 3 kali trus udah gabisa dibuka lagi kenapa ya kalo tau kasi taau dong...,Kurang
"mohon maaf sebelumnya, saya sdh download apknya tapi tidak bisa terbuka dan keluar sendiri🙏🙏",Kurang
"Sering keluar² sendiri, padahal sinyal aman",Kurang
Di Update malah tambah rusak apk ny..,Kurang
Pengguna hp kentang yang udah gak bisa dipake download buat kebutuhan sekolah/kerja cuma bisa diam tanpa diketahui pihak guru/atasan,Kurang
Aplikasi jelek.ini mah google cuman mau nyaingin zoom.masih bagusan zoom ini mah ribet.kalo ada bintang 0 saya kasih dah,Kurang
"Tolong dong ini knpa google meetnya kek gini,di hp aku nggk mau,ada masalah apa ya? Aku jadi susah joint kelas,tolong perbaiki lagi!",Kurang
Video nya gk keliatan setelah di update,Kurang
Update terbaru jelek...saya mau ketik malah tiba² wabcamnya mati😡,Kurang
"Jelek banget audionya, terkadang gabisa buka mic",Kurang
"Google, tolong diperbaiki yg sedang rusak. Saya beri bintang Kurang utk penegasan utk diperbaiki.",Kurang
Google meet.. tlong yh kau perbaiki aplikasinya knapa kamera saya blank pada saat mau meet ha...!!!😡😡😡😡 sya sudh berungkali lporin maslah ni tpi kau malah tuli Kalau kameraku vid3ouku sudh baik sya ksih full star,Kurang
Akhir² ini gak bisa masuk link karna update jg mau bljr pun gak bisa,Kurang
"Lelet dounlutnya padahal pulsa saya belum abis,lebih baik zoom meet dari pada g meet",Kurang
"Tolong diperbaiki aplikasinya, saya entah kenapa suka keluar sendiri dari aplikasi",Kurang
"gajelas gakeluar video, suara padahal ga di mute",Kurang
"Layar hitam, padahal sudah aktifkan video",Kurang
"Kalau jaringan gak bagus, gak usah dikeluarin bisa gak?, ada2 saja",Kurang
Mohon untuk admin di perbaiki lagi karna saya keluar terus menerus dari google meet jadi saya minta tolong untuk di perbaiki lagi secara rinci,Kurang
"Aplikasinya suka keluar sendiri, padahal jaringan bagus",Kurang
Untuk pihak google meet tolong kok di hp saya ada terpindai virus dari apk ini tolong di update,Kurang
Kenapa aplikasi nih gak bisa dipakai pas ada jadwal proses pembelajaran saat di video call,Kurang
knpa paan saat bergabung nda bisa masuk terus-menerus padahal jaringan saya bagus aja,Kurang
Saya tidak suka dengan apk ini karna membuat hp saya lola tolong kasi kurang file file nya✌✌👍,Kurang
Kenapa tiba tiba suara bisa mati terusa keluar sendiri terus tolong di perbagus,Kurang
"Ini kenapa di updet kok malah gak bisa di buka, mau belajar gak bisa... Tolong di perbaiki droon sodroon",Kurang
begini nih kalo udah jadi anak yg baik dan buruk yang terjadi pada diri sendiri dan dapatkan berita terbaru langsung di lapangan basket di Indonesia yang baik dan benar deh kalo gitu saya pamit dulu ya,Kurang
buat yang sama kaya aku gmeet nya ga bisa dibuka aku saranin coba download nya di google (jgn di play store)trus downloadnya versi lama,Kurang
Kenapa tidak bisa jalan di STB android tv hg680. Padahal sekolahan anak saya menggunakan aplikasi ini untuk belajar daring,Kurang
Google met sangat buruk saya kan lagi met kenapa keluar sendiri terus ada bacaannya bagaimana google met ini nah disitu ya saya langsung kesal,Kurang
"Kuota ada tapi susah nge download padahal mau belajar, dahlah malessss..",Kurang
Kenapa harus update saat meet anj,Kurang
Virtual Background gw di android ilang pilih kasih,Kurang
"tolong min kenapaa gmeet saya tidak ada suarannya, tapi punya pacar saya ada 😩😡😡😠😠😤😤",Kurang
"terlalu sering error, banyak bug",Kurang
"Susah banget sih di instal aplikasi nya, padahal sinyal full",Kurang
Aplikasi google meet saya tidak bisa dibuat seperrti video call Mohon untuk.diperbaiki,Kurang
"Lebih baik versi sebelumnya, versi saat ini rumit, dan tidak sesuai abjad",Kurang
"Saya kasih bintang Kurang dulu karena pas lagi belajar meet pas terkeluar,mau masuk lagi pasti gk bisa masuk atau Failed to join metting",Kurang
"Aplikasi tidak dapat dibuka, kembali ke beranda terus",Kurang
"Versi sekarang tampilannya lebih gajelas, update bukannya tambah bagus malah tambah buruk",Kurang
"Woi cok ini app ngapa dah abis di update ga bisa dibuka, sampah bat bgst!!!!",Kurang
Lebih Suka Versi tampilan yang dulu sekarang makin aneh gk fleksibel,Kurang
Kualitas audio dan gambar sangat buruk,Kurang
"Lg meeting suka keluar"" sendiri kn jd mengganggu, ps mau join lg susah bngt mendingan zoom dh",Kurang
Bagus sih bagus tapi kadang kadang keluar sendiri tolong di update lagi yah,Kurang
Ini aplikasi seperti pencuci otak agar semua guru tidak menggunakan zoom Tolong disucikan aplikasinya trims🙏,Kurang
Di update nggak bisa padahal sinyal bagus,Kurang
"Tolong diperbaiki dong, suka keluar sendiri",Kurang
Sudah tidak bisa di buka setelah di update,Kurang
"Apl anjeng gara apl ini aku gk bisa login di server sekolah kalo saranku mending kembali ke server lama, server barunya tidak efisien dan sangat menyengsarakan anjeng google",Kurang
Kamera gelap. Background tidak ada. Mengecewakan,Kurang
Gak berfungsi sama skali padahal di butuhkan 👎,Kurang
Oi ini meet kenapa keluar- keluar terus padahal jaringan dah bagus,Kurang
Tampilan video sangat tentu saja tidak bagus,Kurang
Meet saya eror. Suka keluar sendiri. Dan masuknya lama. Padahal sinyal bagus,Kurang
Apknya udah gak bisa di buka lagi buat update yang baru,Kurang
Mohon maaf gogle meet nya ga bisa di pakai mohon maaf tolong di betulkan apks nya ya kk saya ga bisa meet zoom🤨🤨,Kurang
Kenapa saya ga bisa masuk aplikasi ini lagi? Otomatis kluar dan tidak bisa masuk lagi?,Kurang
Keluar keluar gak jelas. Tolong diperbaiki,Kurang
Meet versi baru jadi gajelas suka tidak bisa melihat presentasi mohon diperhatikan min,Kurang
Kenapa setiap saya ingin tunjuk muka tidak bisa malahan jika mau buka camera tekeluar terus,Kurang
"Suka keluar sendiri kalau misalnya hidupin video, sampai sering ditegur sama guru,bahkan dimarahi",Kurang
Mic nya suka error tiba tiba tidak ada suara di guru saya padahal saya sedang berbicara,Kurang
Pas di buka aplikasi nya kenapa keluar-keluar sendiri. Plis solusinya gimana?,Kurang
"Udh lama updatenya, malah GK nampak presentasi nya",Kurang
Gmeet ngga bisa dibuka.udah beberapa kali download tapi tidak biss dibuka.tolong segera diperbaruhi,Kurang
Kok jadi kayak vidio kol ya belajar macam gini mana bisa serius khususnya bagi introvert/pemalu,Kurang
Kok berbahasa arab dg tulisan arab..? Settingan tdk paham karena bahasa arab dan tdk tahu cara mengubahnya,Kurang
gara gara omicron jadi harus donwload lagi aplikasi ini dari sekian lama ngak pake😶😶,Kurang
Orang lain presentasi di layar saya malah ga keliatan aneh banget si,Kurang
Kualitas gambar jelek dan suara nya patah patah,Kurang
Birik amat niii..... Gua download harus Kurang0× baru bisa. Kalo udag sampe 99% pasti harus ulabgi lagi dari 0%.,Kurang
Awalnya bisa masuk dgn lancar tapi tiba2 left sendiri,Kurang
"Saya sudah coba dengan cara apapun masih saja keluar sendiri tolong kembalikan meet yg dlu lebih enak yg dulu daripada yg sekarang yg sekarang makin jelek sejelek-jeleknya ,👎👎👎👎👎👎👎",Kurang
Saya tidak suka aplikasi ini karna aplikasi ini saya harus download karna ada tugas dan saya tidak suka bertatap muka lewat hp,Kurang
"Ngeselin cuk, Pas w buka aplikasi nya malah keluar masuk mulu jdi ny nggak bisa Sklh gw.",Kurang
Kenapa sih aplikasi ini padahal saya udah nunggu dari jam 6 sampai jam 8 belum juga padahal kuota saya udah di isi Baik0 mb,Kurang
background nya untuk di hp kadang ada kadang ga ada !!!,Kurang
"Google meet nya gk bisa di download,udah berkali-kali didownload tapi tetep gk bisa",Kurang
"Sebenarnya apknya bagus, cuman karna gua dendam karna skolah mulu trus gk ada yg nempel ilmunya, jdi gua hancurin ratingnya. Apk ngen-",Kurang
kalau bisa jangan pakai data karena boros.,Kurang
habis pembaruan G bisa masuk😔 tolong di perbaiki,Kurang
Ini skrng akhir akhir ini meet sering keluar masuk keluar masuk terus pdhal sinya kuota semuanya sudah memadai tolong fi kembangkan,Kurang
"sangat buruk untuk rekomendasi, saran ke zoom meet aja",Kurang
Di sy gk bisa di update kalo di sy bisa update sy kasih bintang Baik,Kurang
Gak suka bgt sama app nya sering di paksa rating nya,Kurang
Apk gajelas di update kok gabisa terinstal,Kurang
"Kenapa ya setiap baru masuk selalu gagal, ""google meet telah berhenti"". Why?? Mohon di perbaiki lagi yaaa",Kurang
"Entah mengapa pas saya buka bahasa nya langsung bahasa Jepang, terus nggak ada pilihan bahasa lain",Kurang
"Saya tidak bisa masuk sama sekali, padahal jaringan nya sedang bagus",Kurang
Mic di hp saya ketika audio menggunakan speaker kecil walau sudah teriak teriak,Kurang
"Kurang, pake headset suaranya kecil",Kurang
Saya juga gitu audio putus putus same vidio nya macet,Kurang
"Semakin baru semakin sulit untuk di gunakan , kembalikan versi lama!!",Kurang
"Tibatiba log out sendiri, padahal jaringannya bagus",Kurang
Gimana apk ini udh di Download lebih dari dua jam tapi Gabisa ke download gimana sih tolong diperbaiki🙏🙏☺,Kurang
Tolong google meet kmblikan sprti dlu lagi admin🙏🏻 saya agak merasa kurang nyaman dengan update trbrunya ini.. Trmaksih,Kurang
"Kurang bagus si, kenapa abis di upgrade jdi susah masuknya.",Kurang
kenapa setiap apk gmeet berjalan tetapi diluar aplikasi hp saya mati hidup?,Kurang
"Kamera nya jd hitam dan wajah saya tidak kelihatan,ini kenapa ya??",Kurang
Tlong diperbaiki sya kluar msuk zoom mulu apk nya eror buat tim nya klw gk mau bikin bru gk aq ksih bintang klw udah bru😭😭,Kurang
"Kenapa punya gua pake b. Arab, padahal ga gua apa""in. Tolong diperbaiki secepatnya. Karna apk ini digunakan untuk sekolah. Makasi sebelumnya",Kurang
Knp tidak bisa di download?udah mau mulai tapi knp tidak bisa di download pdhl sudah di kosongkan ruang knp tolong di perbaiki 🙏,Kurang
Apk tolol! Berhenti sendiri terus. Klo buat apk itu yg jelas!,Kurang
"Ribet banget gak kaya zoom, minta update tapi gak mau update",Kurang
aplikasi aneh.. keluar sendiri.. jadi serem,Kurang
"Memang sih ya setiap apk kek nya klo di up makin bejad, hadeh.",Kurang
"Jelek google meet veri sekarang, malah justru keliatan model lama bukannya makin bagus",Kurang
Pagi-pagi ada interview eh google met bermasalah. Good banget!,Kurang
Kenapa mic-nya tidak bisa?gimana sihh Banyak banget lagi makan kuota sampe 200 MB padahal cuman satu jam,Kurang
Kumohon diperbaiki soalnya ga bisa masuk pas mau masuk ada bacaan .anda tidak dapat bergabung kepanggilan vidio ini.kumohon ya bisa masuk kalau pake hp ade gw bisa masuk google meet nya pilih kasih,Kurang
Untuk orang yang membuat gogle meet tolong do bantu saya! Mengapa saya berulang kali mendowlond aplikasi ini tetapi gak bisa? Kalau kalian tahu plis bantu saya?!,Kurang
Kenapa setiap baru masuk Kurang0 detik langsung keluar gitu aja?,Kurang
Aplikasi ini sangat meresahkan!!!!!!!!!!!!!!tugas tiap hari muncul tiba²!!!!!!!!!!!!!!!!!!!!!!aellahhhh wkwkwkwkwkwkwkwkwkwk,Kurang
"Jaringan sudah Bagus tapi kenapa patah patah, sampai saya di bilang gagap",Kurang
"Sip akhirnya ada aplikasi pemboros paket,guru ngasih meet sampe Kurang jam pake paket hp pula habis 700 mb paketan gak gratis lagi,buat kalian yang sok belain apk ni. Gw tau kalian cuma baik dari omongan tapi jelek dalam perbuatan (Self reminder)",Kurang
Updatenya jelek yg tadinya bisa pake background sekarang gabisa,Kurang
Sering keluar sendiri trus ada tulisan google meet telah berhanti gimna sih apk bagus ko ginih mulu harus nya lebih baik lahh,Kurang
"knapa saya susah untuk instal apl ini 😭, berkali kali saya coba ttp ga bsa",Kurang
Saya gabisa ganti akun nih susah banget buat nambahin nya malah kemana mana jadinya tolong diperbaikin ya,Kurang
Apk apaan nih pake bahasa iggris kalo kamu pinter ada pilihan bahasa cok bikin emosi kalo ada pilihan bahasa kan enak gak kaya gini juga cok bikin emosi google meet apk tidak berguna👎👎👎,Kurang
mohon diperbaiki lgi apk nya punyaku udh msk tpi keluar lgi,Kurang
Mengganggu banget keluar masuk kadang error,Kurang
"Kenapa yah selalu keluar terus,coba di perbaiki lagi aplikasinya",Kurang
"Klo sya mau pke google meet selalu gk bisa pdhal sya udah copy link, atau pake kode meeting ttep gk bisa join, tolong diperbaiki",Kurang
"Aku kok gak bisa unduh ya.. Muter"" terus padahal sinyal lancar",Kurang
Kenapa saat menyalakan cameran dan mik suara suka mati sndiri,Kurang
"Huuuuuuuh aplikasi nya bikin lag perangkat saya, anjeng lah males, hp gw ngelag ini, emangnya Lo mau benerin apa?!?!!",Kurang
Habis diupdate malah bikin ngga nyaman buat dipake di hp 😬😬,Kurang
"UI UX nya terlalu ribet, segera diperbarui",Kurang
Tolong segera di perbaiki karna google meet nya tidak bisa di pakai karna keluar² mulu,Kurang
"Setelah diupgrade kamera saya jadi gelap sekali krtika buka meet saja,kamera apk lain cerab dan baik""saja tolonh diperbaiki",Kurang
Kok ngak bisa dibuka ya aplikasi nya keluar terus,Kurang
Kenapa gabisa terhubung jaringan koneksi,Kurang
Jelek tiap keluar aplikasi kameranya otomatis mati,Kurang
Kenapa aplikasi ini ngak bisa di buka.tolong dong di perbaiki lagi,Kurang
Tolong diperbaiki apk nya saya daring ngk bisa ikut kelas gegara ngk bisa masuk,Kurang
Sudah dibatasi sejam (uninstall),Kurang
Aplikasi ini sangat membantu saya untuk membuat saya stres karna tugas terimakasih google meet mantap,Kurang
Apk ini kek gimana sudh masuk bersama guru dan teman masih minta peringkat aja gua udh kasih peringkat bagus malah masih kurang emang lu kurang peringkat ya,Kurang
"Akun saya (yang ini) tidak bisa membuat dan memasuki meet, sedangkan akun lain bisa dan lancar Parah",Kurang
Saya tidak bisa melihat wajah saya dan wajah teman teman saya apalagi wajah guru saya dan penjelasan guru saya juga tidak bisa terkadang saat ingin masuk goggle room malah keluar secara ga jelas mohon di oerbaiki,Kurang
"Knp ini, saya harus ikut zoom dan meet loh di jam yg sama, ini seharusnya ga blh di tinggal loh tp malah ga bisa dibuka",Kurang
Tidak berfungsi dengasi miknya harap d update lg ya..,Kurang
"Kok susah jaringan, donwload pun sulit",Kurang
Server macam apa ini ngelag banget ini bukan karena internet saya ini karena server nya lemot sekali,Kurang
Kok saya mau masuk meet gabisa pas coba hapus download lagi sering keluar sendiri,Kurang
"Macet² suaranya,, padahal sinyalnya 4G full",Kurang
"force close terus sehabis di update, makasih",Kurang
Suka keluar² sama suaranya kurang jelas padahal hp saya bagus² aja engak kentang² amat,Kurang
"Mohon maaf ini kenapa di hp saya meet nya tidak bisa di buka selalu keluar sendiri padahal mau buat kuliah,",Kurang
Keluar terusssss pas lagi meet. Tolong diperbaiki hiks.,Kurang
"Saya sangat kecewa dgn aplikasi ini, ketika saya masuk sebentar lagi saya langsung kluar, mohon dalam masalah ini d tindak lanjuti Terimah Kasih",Kurang
Kadang aneh lho.. gak bisa dimulti layar,Kurang
Kenapa mic saya tdk ada suara ketika saya ngomong?tolong di perbaiki micnya,Kurang
kenapa apk nya gabisa di buka mohon dong di perbaiki,Kurang
Saya merasa kecewa kenapa google meetnya ga bisa dibuka sama sekali biasanya juga ga kek gini!!,Kurang
Terlalu banyak menghabiskan kuota Dan gambar slalu patah²,Kurang
knp kamera ny gelap yah padahal sudah ditmpt yang terang tolong diperbaiki 🙏,Kurang
"Tolong, ini saya menggunakan android Kurang0 hp oppo AKurangBaiks kenapa gak ada efeknya 😭",Kurang
"Aplikasi g guna ngabisin memori, orang udh pening g ada pemasukan ditambah lagi disuruh donlod ginian",Kurang
Saya tidak bisa kuliah karna apk tidak bisa terbuka. Tolong solusinya.?,Kurang
"di HP eror keluar-keluar sendiri, di Laptop kamera nya yg eror. tolong segera diperbaiki. saya kesulitan mengikuti mata kuliah.",Kurang
Makin di update makin buruk aplikasinya.. Mending pake yang lama,Kurang
Semakin di-update semakin sulit masuk room kelas. Dahlah apk ga guna,Kurang
Di update makin jelek gabisa liat presentasi,Kurang
Parah baru download tidak bisa dibuka padahal lagi buru buru untuk daring.,Kurang
"Lagi enak"" tidur tiba"" ada notifikasi wa suruh gmeet tolong di perbaiki atau hapus saja dari play store",Kurang
"Terlalu banyak makan kuota, ga bisa annotate",Kurang
Kameranya gak ekfektif mana lagi keluar keluar terus,Kurang
Tidak disarankan untunk mendownload aplikasi ini karena sumber depresi,Kurang
😣nyesel banget kenapa pas lagi belajar pas udah penting2nya meet nya langsung mati dan pas aku buka uda nggak kesambung lagi nyesel,Kurang
assalamualaikum.wr.wb buat yg punya aplikasih ini knp kok gk bisa buat download yh tolong diperbaiki lgi yh sekian terimasih wassalamualaikum.wr.wb,Kurang
Kadang tidak bisa masuk rapat karena link failed... padahal link itu dari googlemeet sendiri yang berikan...,Kurang
Sangat kecewa gara2 gabisa dibuka saya gabisa ikut kuliah. Tolong diperbaiki lagi,Kurang
Kenapa pas saya masuk google meet suka keluar sendiri padahal saya tidak pencet keluar tapi keluar sendiri😬😬 saya kan saya jadi ketinggalan pelajaran😡,Kurang
Setelah update meet malah gabisa join lewat hp selalinya gagal join,Kurang
Apk gak guna ajg keluar keluar sendiri pas meet padahal jaringan bagus gak guna ajg,Kurang
"Saat saya mau join, masa keluar terus, gara gara ini saya jadi ke tinggalan pelajaran karna saat join keluar lagi!",Kurang
"Ruang kosong,kuota ada,jaringan full,gk bisa di download ngakakk",Kurang
Bahasa deskripsi mudah banget dimergerti,Kurang
"Tidak bisa buka aplikasi, keluar keluar sendiri",Kurang
Tolong diganti bahasa indonesia. Sudah coba berulang kali msh belum bisa gabung ke kelas. Apa manfaatnya???,Kurang
